Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
169,B,RA,0.6685,0.8819,31.93
170,B,RM,0.673,0.8215,22.05
170,B,RA,0.6751,0.8846,31.02
171,B,RM,0.6671,0.8103,21.46
171,B,RA,0.6578,0.8995,36.74
172,B,RM,0.6593,0.8242,25.0
172,B,RA,0.6716,0.9136,36.04
173,B,RM,0.6531,0.8082,23.75
173,B,RA,0.6598,0.8989,36.23
174,B,RM,0.6588,0.7983,21.17
174,B,RA,0.6677,0.8852,32.59
175,B,RM,0.6701,0.8092,20.75
175,B,RA,0.6584,0.8903,35.21
176,B,RM,0.6601,0.8209,24.35
176,B,RA,0.6561,0.9648,47.04
177,B,RM,0.67,0.8212,22.57
177,B,RA,0.6658,0.89,33.67
178,B,RM,0.6768,0.8372,23.7
178,B,RA,0.6683,0.8443,26.34
179,B,RM,0.6629,0.8244,24.37
179,B,RA,0.6521,0.8748,34.15
180,B,RM,0.6827,0.7874,15.33
180,B,RA,0.6721,0.9045,34.58
181,B,RM,0.6652,0.8108,21.89
181,B,RA,0.663,0.8837,33.29
182,B,RM,0.6661,0.8114,21.81
182,B,RA,0.6502,0.8986,38.19
183,B,RM,0.6504,0.8369,28.67
183,B,RA,0.656,0.9152,39.53
184,B,RM,0.6505,0.8086,24.3
184,B,RA,0.6473,0.899,38.88
185,B,RM,0.6683,0.8097,21.17
185,B,RA,0.657,0.9023,37.33
186,B,RM,0.6695,0.7954,18.8
186,B,RA,0.6449,0.8849,37.21
187,B,RM,0.6489,0.817,25.89
187,B,RA,0.678,0.8595,26.77
188,B,RM,0.6629,0.8098,22.16
188,B,RA,0.6444,0.8935,38.66
189,B,RM,0.6663,0.8375,25.7
189,B,RA,0.6568,0.8649,31.68
190,B,RM,0.655,0.7829,19.52
190,B,RA,0.6716,0.8794,30.95
191,B,RM,0.6723,0.8017,19.24
191,B,RA,0.6706,0.8812,31.4
192,B,RM,0.6717,0.8238,22.64
192,B,RA,0.6698,0.9289,38.69
193,B,RM,0.6716,0.8334,24.09
193,B,RA,0.6633,0.881,32.82
194,B,RM,0.6762,0.8291,22.61
194,B,RA,0.6693,0.9173,37.05
195,B,RM,0.6588,0.8352,26.78
195,B,RA,0.6704,0.901,34.4
196,B,RM,0.6585,0.8412,27.74
196,B,RA,0.6768,0.8842,30.65
197,B,RM,0.6708,0.8466,26.21
197,B,RA,0.6683,0.8981,34.38
198,B,RM,0.6669,0.836,25.37
198,B,RA,0.6717,0.8875,32.12
199,B,RM,0.6708,0.8325,24.11
199,B,RA,0.6666,0.9138,37.08
200,B,RM,0.6592,0.8151,23.64
200,B,RA,0.6737,0.8774,30.25
201,B,RM,0.6651,0.7878,18.45
201,B,RA,0.6545,0.8953,36.8
202,B,RM,0.6669,0.8124,21.82
202,B,RA,0.6573,0.8607,30.94
203,B,RM,0.6752,0.8345,23.58
203,B,RA,0.6551,0.9177,40.09
204,B,RM,0.6685,0.7776,16.31
204,B,RA,0.6658,0.8962,34.61
205,B,RM,0.6667,0.8282,24.23
205,B,RA,0.659,0.9015,36.8
206,B,RM,0.6573,0.7828,19.11
206,B,RA,0.671,0.9177,36.76
207,B,RM,0.6586,0.8072,22.56
207,B,RA,0.666,0.8956,34.48
208,B,RM,0.691,0.7861,13.76
208,B,RA,0.6625,0.8738,31.9
209,B,RM,0.6582,0.8258,25.47
209,B,RA,0.6837,0.8659,26.66
210,B,RM,0.6673,0.8344,25.05
210,B,RA,0.6534,0.8944,36.89
211,B,RM,0.6656,0.8202,23.23
211,B,RA,0.6561,0.9247,40.94
212,B,RM,0.6678,0.8245,23.46
212,B,RA,0.661,0.872,31.93
213,B,RM,0.654,0.8111,24.02
213,B,RA,0.6581,0.8692,32.07
214,B,RM,0.6632,0.8053,21.43
214,B,RA,0.6575,0.8789,33.66
215,B,RM,0.6657,0.8851,32.96
215,B,RA,0.6699,0.9043,34.98
216,B,RM,0.6562,0.8247,25.69
216,B,RA,0.6746,0.9054,34.21
217,B,RM,0.6654,0.845,26.99
217,B,RA,0.6694,0.9056,35.28
218,B,RM,0.6594,0.8157,23.7
218,B,RA,0.6752,0.8857,31.17
219,B,RM,0.6588,0.8147,23.67
219,B,RA,0.6545,0.8988,37.33
220,B,RM,0.6609,0.8231,24.55
220,B,RA,0.6648,0.8848,33.09
221,B,RM,0.6691,0.8386,25.33
221,B,RA,0.6677,0.8859,32.69
222,B,RM,0.6766,0.8036,18.77
222,B,RA,0.6612,0.8628,30.48
223,B,RM,0.661,0.8098,22.51
223,B,RA,0.6441,0.8891,38.03
224,B,RM,0.654,0.8404,28.5
224,B,RA,0.6611,0.9107,37.77
225,B,RM,0.6602,0.8032,21.67
225,B,RA,0.6554,0.9019,37.62
226,B,RM,0.6613,0.8333,26.02
226,B,RA,0.6636,0.9031,36.08
227,B,RM,0.6571,0.8286,26.09
227,B,RA,0.6685,0.9108,36.24
228,B,RM,0.6728,0.8266,22.86
228,B,RA,0.6681,0.8967,34.22
229,B,RM,0.6563,0.8085,23.19
229,B,RA,0.6529,0.8794,34.69
230,B,RM,0.67,0.8116,21.12
230,B,RA,0.6657,0.8628,29.6
231,B,RM,0.6671,0.822,23.21
231,B,RA,0.658,0.9079,37.98
232,B,RM,0.6573,0.8299,26.26
232,B,RA,0.6715,0.8762,30.47
233,B,RM,0.6499,0.8235,26.71
233,B,RA,0.6633,0.904,36.3
234,B,RM,0.6523,0.7938,21.68
234,B,RA,0.6581,0.8884,35.0
235,B,RM,0.6538,0.832,27.26
235,B,RA,0.6552,0.9341,42.56
236,B,RM,0.6637,0.8121,22.37
236,B,RA,0.6607,0.8911,34.89
237,B,RM,0.666,0.8184,22.87
237,B,RA,0.6693,0.876,30.88
238,B,RM,0.6608,0.8024,21.43
238,B,RA,0.6708,0.8768,30.72
239,B,RM,0.6564,0.8482,29.24
239,B,RA,0.6668,0.8934,33.98
240,B,RM,0.6638,0.7924,19.37
240,B,RA,0.6605,0.8722,32.05
241,B,RM,0.6541,0.8455,29.26
241,B,RA,0.6662,0.8851,32.87
242,B,RM,0.6623,0.8397,26.8
242,B,RA,0.663,0.8815,32.96
243,B,RM,0.6846,0.8329,21.67
243,B,RA,0.6567,0.8998,37.01
244,B,RM,0.6471,0.8302,28.31
244,B,RA,0.6621,0.8902,34.44
245,B,RM,0.6578,0.78,18.58
245,B,RA,0.6653,0.876,31.67
246,B,RM,0.6741,0.8382,24.35
246,B,RA,0.6666,0.898,34.71
247,B,RM,0.6667,0.8316,24.74
247,B,RA,0.6725,0.9023,34.18
248,B,RM,0.6632,0.8135,22.66
248,B,RA,0.6564,0.9025,37.49
249,B,RM,0.6518,0.8149,25.01
249,B,RA,0.6655,0.8704,30.78
250,B,RM,0.6562,0.8186,24.75
250,B,RA,0.6604,0.9049,37.02
251,B,RM,0.659,0.775,17.61
251,B,RA,0.6661,0.9033,35.62
252,B,RM,0.6647,0.8102,21.89
252,B,RA,0.6723,0.8897,32.33
253,B,RM,0.6609,0.8275,25.22
253,B,RA,0.6462,0.9029,39.72
254,B,RM,0.6714,0.8101,20.66
254,B,RA,0.6588,0.8778,33.24
255,B,RM,0.6603,0.8089,22.5
255,B,RA,0.6658,0.8648,29.89
256,B,RM,0.6576,0.8082,22.9
256,B,RA,0.6457,0.8855,37.14
257,B,RM,0.6613,0.8125,22.86
257,B,RA,0.6664,0.882,32.36
258,B,RM,0.6593,0.7768,17.82
258,B,RA,0.6556,0.9005,37.37
259,B,RM,0.6761,0.8032,18.8
259,B,RA,0.6579,0.9055,37.65
260,B,RM,0.6615,0.8321,25.79
260,B,RA,0.6677,0.8813,31.99
261,B,RM,0.656,0.7835,19.43
261,B,RA,0.668,0.8809,31.86
262,B,RM,0.6511,0.8018,23.14
262,B,RA,0.6576,0.8599,30.76
263,B,RM,0.6554,0.8226,25.52
263,B,RA,0.6681,0.8877,32.85
264,B,RM,0.6657,0.835,25.44
264,B,RA,0.658,0.8787,33.54
265,B,RM,0.6659,0.8036,20.68
265,B,RA,0.6618,0.9056,36.84
266,B,RM,0.6641,0.8155,22.79
266,B,RA,0.6683,0.8974,34.29
267,B,RM,0.6758,0.7985,18.15
267,B,RA,0.6713,0.863,28.56
268,B,RM,0.6701,0.835,24.6
268,B,RA,0.654,0.8776,34.18
269,B,RM,0.6688,0.8303,24.15
269,B,RA,0.6537,0.8675,32.71
270,B,RM,0.6599,0.8241,24.87
270,B,RA,0.6682,0.9007,34.8
271,B,RM,0.6672,0.8201,22.91
271,B,RA,0.6653,0.8652,30.04
272,B,RM,0.6655,0.8416,26.45
272,B,RA,0.662,0.9017,36.2
273,B,RM,0.6683,0.7779,16.39
273,B,RA,0.6651,0.8692,30.68
274,B,RM,0.6639,0.8198,23.48
274,B,RA,0.6686,0.8698,30.09
275,B,RM,0.6531,0.8248,26.3
275,B,RA,0.6523,0.9108,39.63
276,B,RM,0.6503,0.8208,26.22
276,B,RA,0.6614,0.8964,35.53
277,B,RM,0.658,0.8018,21.85
277,B,RA,0.6803,0.9108,33.89
278,B,RM,0.6648,0.8107,21.95
278,B,RA,0.6583,0.8663,31.6
279,B,RM,0.6612,0.8247,24.73
279,B,RA,0.6596,0.8975,36.07
280,B,RM,0.6627,0.8109,22.35
280,B,RA,0.6742,0.8638,28.12
281,B,RM,0.6643,0.8095,21.86
281,B,RA,0.6673,0.892,33.67
282,B,RM,0.6613,0.8139,23.07
282,B,RA,0.6602,0.89,34.81
283,B,RM,0.6607,0.8043,21.74
283,B,RA,0.6621,0.8968,35.45
284,B,RM,0.6657,0.8257,24.04
284,B,RA,0.6713,0.9066,35.05
285,B,RM,0.6546,0.823,25.74
285,B,RA,0.6675,0.8968,34.35
286,B,RM,0.649,0.8191,26.21
286,B,RA,0.6666,0.9228,38.43
287,B,RM,0.6611,0.79,19.49
287,B,RA,0.6506,0.8875,36.4
288,B,RM,0.6698,0.8576,28.05
288,B,RA,0.6709,0.8862,32.09
289,B,RM,0.661,0.802,21.33
289,B,RA,0.6612,0.8951,35.38
290,B,RM,0.6575,0.8276,25.87
290,B,RA,0.6599,0.8804,33.41
291,B,RM,0.6599,0.8402,27.32
291,B,RA,0.6688,0.9116,36.29
292,B,RM,0.6492,0.8163,25.74
292,B,RA,0.6596,0.8895,34.87
293,B,RM,0.6466,0.8444,30.6
293,B,RA,0.671,0.8443,25.84
294,B,RM,0.6641,0.8157,22.84
294,B,RA,0.6583,0.8754,32.97
295,B,RM,0.6661,0.8125,21.98
295,B,RA,0.6774,0.8635,27.47
296,B,RM,0.6733,0.8379,24.44
296,B,RA,0.677,0.9088,34.24
297,B,RM,0.6603,0.8138,23.25
297,B,RA,0.6649,0.8987,35.17
298,B,RM,0.6564,0.8554,30.31
298,B,RA,0.6621,0.8662,30.82
299,B,RM,0.6555,0.8429,28.6
299,B,RA,0.6565,0.9025,37.47
300,B,RM,0.6583,0.8346,26.79
300,B,RA,0.6611,0.8921,34.94
301,B,RM,0.6622,0.8186,23.62
301,B,RA,0.6567,0.8537,30.0
302,B,RM,0.6796,0.8061,18.61
302,B,RA,0.6441,0.8737,35.63
303,B,RM,0.6608,0.8131,23.05
303,B,RA,0.6702,0.8875,32.43
304,B,RM,0.6457,0.7996,23.83
304,B,RA,0.6683,0.8782,31.41
305,B,RM,0.6725,0.8167,21.46
305,B,RA,0.6757,0.8826,30.63
306,B,RM,0.6726,0.8417,25.14
306,B,RA,0.6592,0.8879,34.68
307,B,RM,0.6669,0.867,30.01
307,B,RA,0.6468,0.8648,33.71
308,B,RM,0.6545,0.8098,23.74
308,B,RA,0.6544,0.8884,35.74
309,B,RM,0.6668,0.8185,22.75
309,B,RA,0.6768,0.8672,28.14
310,B,RM,0.6713,0.8109,20.8
310,B,RA,0.6642,0.9084,36.76
311,B,RM,0.6652,0.8374,25.89
311,B,RA,0.6511,0.877,34.69
312,B,RM,0.6722,0.8612,28.12
312,B,RA,0.6472,0.9042,39.71
313,B,RM,0.6574,0.832,26.57
313,B,RA,0.6505,0.8975,37.97
314,B,RM,0.6672,0.7996,19.84
314,B,RA,0.6617,0.8647,30.68
315,B,RM,0.6612,0.8117,22.75
315,B,RA,0.6625,0.8862,33.76
316,B,RM,0.6679,0.8142,21.91
316,B,RA,0.6619,0.8988,35.78
317,B,RM,0.6535,0.8136,24.48
317,B,RA,0.6772,0.8769,29.49
318,B,RM,0.6619,0.8204,23.95
318,B,RA,0.6711,0.8825,31.5
319,B,RM,0.6547,0.8422,28.64
319,B,RA,0.6502,0.8726,34.21
320,B,RM,0.664,0.8143,22.64
320,B,RA,0.6777,0.8727,28.78
321,B,RM,0.6643,0.8292,24.82
321,B,RA,0.6628,0.865,30.5
322,B,RM,0.6755,0.7872,16.53
322,B,RA,0.656,0.9137,39.29
323,B,RM,0.655,0.8114,23.88
323,B,RA,0.6653,0.8968,34.8
324,B,RM,0.6683,0.848,26.9
324,B,RA,0.674,0.9007,33.63
325,B,RM,0.6474,0.7988,23.38
325,B,RA,0.6452,0.8831,36.87
326,B,RM,0.6719,0.815,21.31
326,B,RA,0.6703,0.8935,33.29
327,B,RM,0.6656,0.7798,17.16
327,B,RA,0.6674,0.9195,37.77
328,B,RM,0.6728,0.822,22.18
328,B,RA,0.6442,0.9088,41.07
329,B,RM,0.6631,0.8402,26.71
329,B,RA,0.6696,0.9134,36.4
330,B,RM,0.6661,0.8131,22.07
330,B,RA,0.6682,0.9163,37.13
331,B,RM,0.655,0.8512,29.96
331,B,RA,0.6728,0.8989,33.6
332,B,RM,0.6671,0.8041,20.54
332,B,RA,0.6729,0.8825,31.15
333,B,RM,0.6571,0.833,26.77
333,B,RA,0.6575,0.8816,34.08
334,B,RM,0.641,0.8171,27.47
334,B,RA,0.6651,0.8621,29.62
335,B,RM,0.6532,0.8362,28.01
335,B,RA,0.6649,0.8711,31.01
336,B,RM,0.6671,0.8011,20.09
336,B,RA,0.6576,0.8618,31.05
337,B,RM,0.6742,0.8382,24.33
337,B,RA,0.6652,0.8893,33.68
338,B,RM,0.6713,0.7979,18.86
338,B,RA,0.6575,0.8898,35.33
339,B,RM,0.6649,0.8218,23.6
339,B,RA,0.6606,0.898,35.95
340,B,RM,0.674,0.8328,23.56
340,B,RA,0.6701,0.8827,31.73
341,B,RM,0.6645,0.7845,18.06
341,B,RA,0.6611,0.8853,33.92
342,B,RM,0.6622,0.8506,28.46
342,B,RA,0.6619,0.8737,32.0
343,B,RM,0.6627,0.8158,23.1
343,B,RA,0.6723,0.8825,31.28
344,B,RM,0.6556,0.8024,22.38
344,B,RA,0.6725,0.893,32.78
345,B,RM,0.6666,0.8028,20.44
345,B,RA,0.6617,0.8819,33.29
346,B,RM,0.6609,0.8144,23.24
346,B,RA,0.6713,0.8953,33.36
347,B,RM,0.6573,0.7998,21.68
347,B,RA,0.6705,0.8907,32.84
348,B,RM,0.6571,0.8163,24.24
348,B,RA,0.6704,0.8843,31.9
349,B,RM,0.6894,0.8407,21.94
349,B,RA,0.6784,0.8483,25.04
350,B,RM,0.6501,0.8374,28.81
350,B,RA,0.6602,0.9025,36.71
351,B,RM,0.6724,0.8443,25.56
351,B,RA,0.667,0.8984,34.7
352,B,RM,0.6742,0.7974,18.28
352,B,RA,0.6685,0.8384,25.42
353,B,RM,0.657,0.8063,22.73
353,B,RA,0.6622,0.867,30.94
354,B,RM,0.6559,0.8463,29.03
354,B,RA,0.667,0.887,32.99
355,B,RM,0.6692,0.8305,24.11
355,B,RA,0.6694,0.8907,33.06
356,B,RM,0.6755,0.8374,23.98
356,B,RA,0.6676,0.9098,36.28
357,B,RM,0.6647,0.7679,15.54
357,B,RA,0.662,0.8967,35.45
358,B,RM,0.6779,0.8188,20.78
358,B,RA,0.6667,0.9252,38.77
359,B,RM,0.6638,0.8212,23.71
359,B,RA,0.6432,0.9025,40.31
360,B,RM,0.6507,0.7831,20.35
360,B,RA,0.6736,0.9138,35.65
361,B,RM,0.6428,0.8409,30.83
361,B,RA,0.6608,0.8235,24.61
362,B,RM,0.6566,0.8224,25.26
362,B,RA,0.659,0.855,29.75
363,B,RM,0.6548,0.7913,20.84
363,B,RA,0.6655,0.8658,30.1
364,B,RM,0.6508,0.8,22.92
364,B,RA,0.6486,0.8643,33.25
365,B,RM,0.6667,0.8428,26.41
365,B,RA,0.6599,0.8579,30.01
366,B,RM,0.6495,0.8247,26.96
366,B,RA,0.6556,0.8941,36.39
367,B,RM,0.6625,0.8081,21.97
367,B,RA,0.6674,0.9026,35.25
368,B,RM,0.6611,0.8143,23.18
368,B,RA,0.663,0.8926,34.64
369,B,RM,0.656,0.7976,21.59
369,B,RA,0.6675,0.8818,32.1
370,B,RM,0.6552,0.8293,26.58
370,B,RA,0.6683,0.871,30.34
371,B,RM,0.6714,0.8524,26.96
371,B,RA,0.6668,0.8975,34.6
372,B,RM,0.6581,0.8324,26.48
372,B,RA,0.68,0.9021,32.67
373,B,RM,0.661,0.7917,19.77
373,B,RA,0.6608,0.8738,32.24
374,B,RM,0.6571,0.8366,27.31
374,B,RA,0.6545,0.8768,33.97
375,B,RM,0.6666,0.826,23.91
375,B,RA,0.6821,0.9128,33.82
376,B,RM,0.6665,0.8377,25.69
376,B,RA,0.6613,0.9149,38.35
377,B,RM,0.6654,0.8492,27.63
377,B,RA,0.6804,0.9181,34.94
378,B,RM,0.6517,0.8203,25.86
378,B,RA,0.6535,0.9106,39.35
379,B,RM,0.663,0.8062,21.6
379,B,RA,0.6674,0.8867,32.87
380,B,RM,0.6562,0.8193,24.84
380,B,RA,0.6711,0.9164,36.56
381,B,RM,0.663,0.8119,22.47
381,B,RA,0.6662,0.8778,31.77
382,B,RM,0.669,0.7881,17.8
382,B,RA,0.661,0.8636,30.65
383,B,RM,0.6586,0.8289,25.87
383,B,RA,0.675,0.8831,30.84
384,B,RM,0.6645,0.8092,21.77
384,B,RA,0.6548,0.8891,35.78
385,B,RM,0.6747,0.7776,15.25
385,B,RA,0.6632,0.8858,33.56
386,B,RM,0.6657,0.8143,22.33
386,B,RA,0.6732,0.9075,34.79
387,B,RM,0.6709,0.8071,20.3
387,B,RA,0.6639,0.906,36.46
388,B,RM,0.6604,0.811,22.81
388,B,RA,0.6582,0.8865,34.69
389,B,RM,0.6555,0.8591,31.07
389,B,RA,0.6638,0.91,37.08
390,B,RM,0.6619,0.8243,24.53
390,B,RA,0.6743,0.8917,32.23
391,B,RM,0.6543,0.8281,26.56
391,B,RA,0.6449,0.8985,39.32
392,B,RM,0.6543,0.8197,25.28
392,B,RA,0.6777,0.8711,28.54
393,B,RM,0.6731,0.8193,21.73
393,B,RA,0.6617,0.8897,34.45
394,B,RM,0.6706,0.7827,16.72
394,B,RA,0.6595,0.8572,29.98
395,B,RM,0.6694,0.8087,20.81
395,B,RA,0.6745,0.8858,31.33
396,B,RM,0.6539,0.8298,26.89
396,B,RA,0.6641,0.894,34.62
397,B,RM,0.658,0.8181,24.33
397,B,RA,0.6607,0.893,35.16
398,B,RM,0.667,0.8019,20.22
398,B,RA,0.6769,0.9134,34.93
399,B,RM,0.6741,0.8139,20.73
399,B,RA,0.6567,0.9007,37.16
400,B,RM,0.6545,0.8334,27.32
400,B,RA,0.6658,0.881,32.33
401,B,RM,0.6554,0.8528,30.12
401,B,RA,0.6677,0.8838,32.37
402,B,RM,0.6681,0.8217,22.99
402,B,RA,0.6689,0.9166,37.03
403,B,RM,0.6647,0.8277,24.53
403,B,RA,0.6552,0.8875,35.44
404,B,RM,0.6501,0.8098,24.57
404,B,RA,0.6607,0.887,34.27
405,B,RM,0.643,0.7994,24.33
405,B,RA,0.6591,0.8546,29.65
406,B,RM,0.6736,0.8465,25.66
406,B,RA,0.6628,0.8984,35.55
407,B,RM,0.6575,0.8509,29.42
407,B,RA,0.6636,0.8686,30.89
408,B,RM,0.6498,0.8109,24.79
408,B,RA,0.661,0.9089,37.5
409,B,RM,0.6684,0.8299,24.17
409,B,RA,0.6598,0.8875,34.5
410,B,RM,0.675,0.8297,22.91
410,B,RA,0.6539,0.8784,34.34
411,B,RM,0.6767,0.8298,22.63
411,B,RA,0.6535,0.9151,40.03
412,B,RM,0.6752,0.8164,20.92
412,B,RA,0.6537,0.8745,33.78
413,B,RM,0.6484,0.8316,28.25
413,B,RA,0.6608,0.8658,31.01
414,B,RM,0.663,0.8379,26.39
414,B,RA,0.6479,0.8918,37.64
415,B,RM,0.669,0.8222,22.9
415,B,RA,0.6407,0.8866,38.37
416,B,RM,0.6622,0.8202,23.86
416,B,RA,0.6587,0.9012,36.82
417,B,RM,0.667,0.82,22.94
417,B,RA,0.6664,0.8913,33.76
418,B,RM,0.6607,0.8144,23.26
418,B,RA,0.6564,0.8947,36.31
419,B,RM,0.6698,0.7985,19.21
419,B,RA,0.6576,0.8928,35.78
420,B,RM,0.6688,0.7939,18.7
420,B,RA,0.6455,0.8661,34.17
421,B,RM,0.6573,0.7904,20.25
421,B,RA,0.6674,0.8822,32.18
422,B,RM,0.6549,0.808,23.37
422,B,RA,0.6659,0.8908,33.77
423,B,RM,0.6711,0.7945,18.4
423,B,RA,0.6472,0.8863,36.96
424,B,RM,0.6548,0.8146,24.42
424,B,RA,0.6489,0.9062,39.64
425,B,RM,0.6529,0.8294,27.03
425,B,RA,0.6664,0.8478,27.22
426,B,RM,0.6607,0.8241,24.73
426,B,RA,0.6749,0.871,29.05
427,B,RM,0.6672,0.799,19.75
427,B,RA,0.6573,0.9041,37.56
428,B,RM,0.6703,0.8708,29.91
428,B,RA,0.652,0.8563,31.33
429,B,RM,0.6628,0.8226,24.11
429,B,RA,0.6609,0.8672,31.22
430,B,RM,0.6618,0.791,19.52
430,B,RA,0.6722,0.8934,32.92
431,B,RM,0.6646,0.8359,25.77
431,B,RA,0.6611,0.8761,32.51
432,B,RM,0.6718,0.8338,24.13
432,B,RA,0.648,0.8638,33.31
433,B,RM,0.6567,0.8563,30.4
433,B,RA,0.6573,0.888,35.1
434,B,RM,0.6529,0.876,34.18
434,B,RA,0.6556,0.8854,35.06
435,B,RM,0.6644,0.8207,23.53
435,B,RA,0.6656,0.911,36.87
436,B,RM,0.6661,0.8061,21.02
436,B,RA,0.6537,0.8964,37.13
437,B,RM,0.6764,0.8115,19.96
437,B,RA,0.6686,0.8973,34.21
438,B,RM,0.6558,0.8063,22.95
438,B,RA,0.6601,0.8837,33.88
439,B,RM,0.6659,0.8448,26.86
439,B,RA,0.6629,0.886,33.66
440,B,RM,0.6587,0.8123,23.31
440,B,RA,0.6433,0.873,35.72
441,B,RM,0.6753,0.8302,22.94
441,B,RA,0.6636,0.8996,35.56
442,B,RM,0.6516,0.8221,26.17
442,B,RA,0.6638,0.882,32.88
443,B,RM,0.662,0.7813,18.02
443,B,RA,0.6592,0.9017,36.79
444,B,RM,0.6621,0.8476,28.01
444,B,RA,0.6583,0.9113,38.43
445,B,RM,0.6558,0.8284,26.31
445,B,RA,0.6516,0.9031,38.6
446,B,RM,0.6583,0.7799,18.48
446,B,RA,0.6706,0.8453,26.06
447,B,RM,0.6642,0.8483,27.72
447,B,RA,0.6569,0.8574,30.52
448,B,RM,0.6681,0.7933,18.73
448,B,RA,0.66,0.878,33.03
449,B,RM,0.6604,0.8159,23.54
449,B,RA,0.6681,0.8936,33.76
450,B,RM,0.6503,0.7772,19.52
450,B,RA,0.6646,0.9052,36.19
451,B,RM,0.6555,0.7944,21.18
451,B,RA,0.6476,0.8896,37.38
452,B,RM,0.6927,0.807,16.5
452,B,RA,0.6584,0.893,35.63
453,B,RM,0.6543,0.8201,25.34
453,B,RA,0.6688,0.8687,29.88
454,B,RM,0.6425,0.8129,26.53
454,B,RA,0.662,0.878,32.62
455,B,RM,0.6367,0.8316,30.6
455,B,RA,0.664,0.8762,31.96
456,B,RM,0.6771,0.8491,25.42
456,B,RA,0.6621,0.8786,32.72
457,B,RM,0.6678,0.7765,16.27
457,B,RA,0.6562,0.8621,31.39
458,B,RM,0.6634,0.8042,21.22
458,B,RA,0.6624,0.8998,35.83
459,B,RM,0.6712,0.8355,24.48
459,B,RA,0.6485,0.9055,39.63
460,B,RM,0.6484,0.8037,23.96
460,B,RA,0.6702,0.8725,30.18
461,B,RM,0.6697,0.8204,22.5
461,B,RA,0.669,0.9055,35.34
462,B,RM,0.6636,0.8284,24.84
462,B,RA,0.6652,0.8634,29.8
463,B,RM,0.67,0.8099,20.88
463,B,RA,0.6615,0.8514,28.71
464,B,RM,0.6792,0.7919,16.61
464,B,RA,0.6673,0.8984,34.63
465,B,RM,0.6673,0.8401,25.9
465,B,RA,0.6699,0.883,31.83
466,B,RM,0.6553,0.8422,28.53
466,B,RA,0.6541,0.8804,34.58
467,B,RM,0.6648,0.7821,17.64
467,B,RA,0.6559,0.8717,32.9
468,B,RM,0.6641,0.8279,24.67
468,B,RA,0.6613,0.894,35.19
469,B,RM,0.6588,0.7892,19.79
469,B,RA,0.666,0.8888,33.45
470,B,RM,0.6497,0.8366,28.77
470,B,RA,0.6527,0.8936,36.91
471,B,RM,0.6642,0.8092,21.83
471,B,RA,0.6714,0.8943,33.19
472,B,RM,0.6597,0.8264,25.28
472,B,RA,0.6775,0.9038,33.4
473,B,RM,0.6571,0.8052,22.54
473,B,RA,0.668,0.8771,31.29
474,B,RM,0.6566,0.7976,21.48
474,B,RA,0.6607,0.9019,36.5
475,B,RM,0.6632,0.8347,25.86
475,B,RA,0.657,0.8639,31.48
476,B,RM,0.6685,0.8254,23.46
476,B,RA,0.6677,0.884,32.4
477,B,RM,0.6513,0.8261,26.85
477,B,RA,0.6734,0.9073,34.73
478,B,RM,0.656,0.8451,28.83
478,B,RA,0.6694,0.8714,30.19
479,B,RM,0.6653,0.8218,23.51
479,B,RA,0.6563,0.9002,37.17
480,B,RM,0.6689,0.8342,24.7
480,B,RA,0.6753,0.8842,30.94
481,B,RM,0.6716,0.8121,20.91
481,B,RA,0.6579,0.8218,24.91
482,B,RM,0.6573,0.7868,19.71
482,B,RA,0.6631,0.8653,30.49
483,B,RM,0.6637,0.8229,23.99
483,B,RA,0.6547,0.835,27.54
484,B,RM,0.6686,0.8017,19.9
484,B,RA,0.6692,0.8881,32.71
485,B,RM,0.651,0.8634,32.64
485,B,RA,0.6641,0.8888,33.82
486,B,RM,0.6823,0.8369,22.66
486,B,RA,0.6662,0.8984,34.86
487,B,RM,0.6494,0.8147,25.44
487,B,RA,0.6584,0.9009,36.84
488,B,RM,0.666,0.8195,23.06
488,B,RA,0.6582,0.8768,33.22
489,B,RM,0.6656,0.8073,21.28
489,B,RA,0.6653,0.9096,36.71
490,B,RM,0.6568,0.7971,21.37
490,B,RA,0.6673,0.9011,35.04
491,B,RM,0.6694,0.819,22.35
491,B,RA,0.6565,0.8669,32.04
492,B,RM,0.6686,0.8257,23.51
492,B,RA,0.6556,0.8657,32.06
493,B,RM,0.6756,0.8354,23.66
493,B,RA,0.6786,0.9083,33.84
494,B,RM,0.6662,0.8485,27.36
494,B,RA,0.6659,0.9043,35.81
495,B,RM,0.6584,0.7951,20.76
495,B,RA,0.6567,0.8998,37.02
496,B,RM,0.6623,0.8178,23.47
496,B,RA,0.6736,0.8585,27.44
497,B,RM,0.6598,0.8445,27.99
497,B,RA,0.6611,0.8976,35.77
498,B,RM,0.6531,0.8416,28.88
498,B,RA,0.6715,0.8761,30.47
499,B,RM,0.647,0.7847,21.29
499,B,RA,0.6674,0.9123,36.68
500,B,RM,0.6709,0.786,17.16
500,B,RA,0.6565,0.8963,36.53
1,C,RM,0.9173,1.07,16.65
1,C,RA,0.9232,1.1937,29.3
2,C,RM,0.9138,1.0762,17.77
2,C,RA,0.9195,1.189,29.3
3,C,RM,0.9233,1.0736,16.27
3,C,RA,0.9144,1.2014,31.4
4,C,RM,0.9213,1.0398,12.87
4,C,RA,0.9188,1.1943,29.99
