Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
170,B,RM,0.745,0.8993,20.7
170,B,RA,0.7454,0.9436,26.59
171,B,RM,0.7388,0.88,19.1
171,B,RA,0.7265,0.9725,33.85
172,B,RM,0.7331,0.8717,18.91
172,B,RA,0.735,0.9604,30.65
173,B,RM,0.7378,0.8825,19.61
173,B,RA,0.727,0.9543,31.26
174,B,RM,0.7286,0.891,22.29
174,B,RA,0.7409,0.9436,27.37
175,B,RM,0.7257,0.9185,26.56
175,B,RA,0.743,0.9422,26.81
176,B,RM,0.7236,0.9056,25.15
176,B,RA,0.7193,0.9287,29.12
177,B,RM,0.7352,0.8743,18.93
177,B,RA,0.7378,0.9702,31.51
178,B,RM,0.728,0.8868,21.83
178,B,RA,0.7337,0.9757,32.98
179,B,RM,0.729,0.8873,21.72
179,B,RA,0.7246,0.9383,29.49
180,B,RM,0.7352,0.8943,21.64
180,B,RA,0.7312,0.941,28.71
181,B,RM,0.7308,0.854,16.86
181,B,RA,0.7231,0.9546,32.01
182,B,RM,0.7333,0.891,21.52
182,B,RA,0.7245,0.9501,31.14
183,B,RM,0.7374,0.8876,20.37
183,B,RA,0.7329,0.9918,35.33
184,B,RM,0.74,0.8881,20.01
184,B,RA,0.7346,0.9572,30.3
185,B,RM,0.7285,0.914,25.45
185,B,RA,0.7429,0.953,28.27
186,B,RM,0.732,0.8927,21.95
186,B,RA,0.7378,0.9475,28.42
187,B,RM,0.7242,0.847,16.96
187,B,RA,0.7421,0.9735,31.2
188,B,RM,0.7414,0.9291,25.31
188,B,RA,0.7399,0.9571,29.34
189,B,RM,0.738,0.9035,22.43
189,B,RA,0.7332,0.9656,31.71
190,B,RM,0.7271,0.8934,22.87
190,B,RA,0.7392,0.9756,31.97
191,B,RM,0.7402,0.9139,23.47
191,B,RA,0.7416,0.9861,32.98
192,B,RM,0.721,0.8916,23.66
192,B,RA,0.7344,0.9315,26.83
193,B,RM,0.7388,0.9015,22.03
193,B,RA,0.7353,0.9705,31.99
194,B,RM,0.7313,0.9071,24.03
194,B,RA,0.7374,0.9981,35.34
195,B,RM,0.7345,0.8514,15.91
195,B,RA,0.734,0.9301,26.72
196,B,RM,0.7269,0.8546,17.58
196,B,RA,0.729,0.9603,31.73
197,B,RM,0.7477,0.908,21.44
197,B,RA,0.7447,0.9704,30.31
198,B,RM,0.7262,0.8922,22.85
198,B,RA,0.7349,0.9333,27.01
199,B,RM,0.7189,0.8925,24.14
199,B,RA,0.7258,0.9479,30.59
200,B,RM,0.7331,0.9263,26.35
200,B,RA,0.729,0.9452,29.66
201,B,RM,0.7423,0.8673,16.84
201,B,RA,0.7383,0.9324,26.28
202,B,RM,0.743,0.9153,23.2
202,B,RA,0.7529,0.9575,27.17
203,B,RM,0.7517,0.8579,14.13
203,B,RA,0.7231,0.9356,29.39
204,B,RM,0.7333,0.8644,17.88
204,B,RA,0.7432,0.9468,27.4
205,B,RM,0.7221,0.8774,21.51
205,B,RA,0.7346,0.9385,27.75
206,B,RM,0.7264,0.8998,23.87
206,B,RA,0.7383,0.9511,28.82
207,B,RM,0.7301,0.8892,21.79
207,B,RA,0.7246,0.9865,36.15
208,B,RM,0.732,0.9023,23.27
208,B,RA,0.7348,0.938,27.66
209,B,RM,0.7241,0.912,25.94
209,B,RA,0.7236,0.9597,32.64
210,B,RM,0.7403,0.9119,23.19
210,B,RA,0.7249,0.9643,33.02
211,B,RM,0.7327,0.8978,22.53
211,B,RA,0.7494,0.9612,28.26
212,B,RM,0.7419,0.8862,19.45
212,B,RA,0.731,0.9531,30.38
213,B,RM,0.7387,0.9031,22.26
213,B,RA,0.7278,0.9625,32.26
214,B,RM,0.7292,0.9248,26.81
214,B,RA,0.7253,0.9541,31.55
215,B,RM,0.736,0.8843,20.15
215,B,RA,0.7415,0.9603,29.51
216,B,RM,0.7296,0.8794,20.54
216,B,RA,0.7531,0.9718,29.05
217,B,RM,0.7423,0.9141,23.14
217,B,RA,0.7323,0.9369,27.94
218,B,RM,0.7239,0.9069,25.29
218,B,RA,0.7342,0.9137,24.44
219,B,RM,0.7231,0.9235,27.71
219,B,RA,0.7247,0.9419,29.96
220,B,RM,0.729,0.8877,21.77
220,B,RA,0.7353,0.9705,31.99
221,B,RM,0.7511,0.9018,20.06
221,B,RA,0.7431,0.9444,27.08
222,B,RM,0.7336,0.9071,23.66
222,B,RA,0.736,0.9468,28.64
223,B,RM,0.7341,0.882,20.14
223,B,RA,0.7332,0.9311,27.0
224,B,RM,0.7288,0.8875,21.78
224,B,RA,0.7451,0.9866,32.42
225,B,RM,0.7208,0.9167,27.17
225,B,RA,0.7326,0.9124,24.55
226,B,RM,0.7308,0.9104,24.58
226,B,RA,0.7466,0.9584,28.37
227,B,RM,0.7302,0.8769,20.1
227,B,RA,0.7264,0.9432,29.85
228,B,RM,0.7304,0.9015,23.44
228,B,RA,0.7286,0.9669,32.7
229,B,RM,0.7452,0.8785,17.89
229,B,RA,0.7314,0.9419,28.78
230,B,RM,0.7476,0.8716,16.59
230,B,RA,0.7294,0.9434,29.34
231,B,RM,0.7433,0.913,22.83
231,B,RA,0.7393,0.9656,30.6
232,B,RM,0.7307,0.8793,20.33
232,B,RA,0.737,0.9608,30.37
233,B,RM,0.7201,0.8967,24.53
233,B,RA,0.733,0.9651,31.67
234,B,RM,0.7222,0.9013,24.79
234,B,RA,0.7444,0.9737,30.79
235,B,RM,0.7443,0.8897,19.52
235,B,RA,0.7374,0.9275,25.79
236,B,RM,0.7281,0.9072,24.59
236,B,RA,0.7392,0.9366,26.71
237,B,RM,0.7422,0.9105,22.68
237,B,RA,0.7421,0.9011,21.42
238,B,RM,0.7426,0.8792,18.39
238,B,RA,0.7248,0.9427,30.06
239,B,RM,0.7199,0.9,25.01
239,B,RA,0.7276,0.9487,30.39
240,B,RM,0.7266,0.9182,26.37
240,B,RA,0.7472,0.9108,21.89
241,B,RM,0.7439,0.9032,21.42
241,B,RA,0.7272,0.9629,32.4
242,B,RM,0.7279,0.8997,23.6
242,B,RA,0.7134,0.9551,33.88
243,B,RM,0.7503,0.8697,15.91
243,B,RA,0.7264,0.9636,32.66
244,B,RM,0.7231,0.8641,19.49
244,B,RA,0.7353,0.9363,27.33
245,B,RM,0.7287,0.9012,23.67
245,B,RA,0.7359,0.9476,28.77
246,B,RM,0.7412,0.8812,18.9
246,B,RA,0.7344,0.9641,31.27
247,B,RM,0.735,0.8728,18.75
247,B,RA,0.7326,0.96,31.03
248,B,RM,0.7269,0.8915,22.65
248,B,RA,0.7321,0.9918,35.47
249,B,RM,0.7428,0.8849,19.14
249,B,RA,0.7565,0.9747,28.84
250,B,RM,0.7316,0.8641,18.11
250,B,RA,0.732,0.952,30.05
251,B,RM,0.75,0.8768,16.9
251,B,RA,0.7231,0.9479,31.09
252,B,RM,0.7388,0.8806,19.2
252,B,RA,0.7168,0.9437,31.66
253,B,RM,0.7336,0.8733,19.06
253,B,RA,0.7327,1.0002,36.52
254,B,RM,0.7295,0.9078,24.43
254,B,RA,0.7345,0.9814,33.62
255,B,RM,0.7295,0.8958,22.81
255,B,RA,0.7332,0.967,31.89
256,B,RM,0.7338,0.8926,21.64
256,B,RA,0.7261,0.9785,34.77
257,B,RM,0.7343,0.8906,21.27
257,B,RA,0.7333,0.9578,30.61
258,B,RM,0.7474,0.8765,17.27
258,B,RA,0.7237,0.927,28.09
259,B,RM,0.7368,0.9247,25.52
259,B,RA,0.7385,0.9385,27.09
260,B,RM,0.7395,0.8828,19.38
260,B,RA,0.7358,0.9319,26.65
261,B,RM,0.7293,0.9141,25.33
261,B,RA,0.7354,0.9554,29.91
262,B,RM,0.7197,0.8965,24.57
262,B,RA,0.7247,0.9425,30.06
263,B,RM,0.7438,0.8811,18.46
263,B,RA,0.7203,0.9428,30.89
264,B,RM,0.7239,0.9205,27.17
264,B,RA,0.7339,0.9735,32.64
265,B,RM,0.739,0.907,22.74
265,B,RA,0.7309,0.9342,27.81
266,B,RM,0.7288,0.8832,21.18
266,B,RA,0.7378,0.9729,31.87
267,B,RM,0.7349,0.8932,21.54
267,B,RA,0.7417,0.9466,27.63
268,B,RM,0.7289,0.8774,20.37
268,B,RA,0.7299,0.9456,29.55
269,B,RM,0.7205,0.8931,23.95
269,B,RA,0.7385,0.9559,29.43
270,B,RM,0.7395,0.8848,19.65
270,B,RA,0.7375,0.9653,30.89
271,B,RM,0.7302,0.8759,19.95
271,B,RA,0.7362,0.9642,30.97
272,B,RM,0.7466,0.8933,19.64
272,B,RA,0.7301,0.936,28.2
273,B,RM,0.7316,0.9079,24.11
273,B,RA,0.732,0.9618,31.39
274,B,RM,0.7243,0.8545,17.97
274,B,RA,0.7359,0.9062,23.14
275,B,RM,0.7444,0.873,17.28
275,B,RA,0.7364,0.951,29.14
276,B,RM,0.7339,0.9203,25.4
276,B,RA,0.7315,0.9848,34.62
277,B,RM,0.7405,0.8806,18.92
277,B,RA,0.732,0.9562,30.63
278,B,RM,0.7396,0.9004,21.74
278,B,RA,0.7302,0.9244,26.6
279,B,RM,0.742,0.8971,20.91
279,B,RA,0.7429,0.9932,33.69
280,B,RM,0.7284,0.9136,25.44
280,B,RA,0.7146,0.922,29.03
281,B,RM,0.7333,0.8928,21.75
281,B,RA,0.7239,0.9369,29.41
282,B,RM,0.7383,0.9136,23.75
282,B,RA,0.741,0.9271,25.11
283,B,RM,0.7363,0.8845,20.12
283,B,RA,0.7423,0.9215,24.13
284,B,RM,0.732,0.9208,25.79
284,B,RA,0.7383,0.9533,29.12
285,B,RM,0.7411,0.9,21.45
285,B,RA,0.7475,0.9773,30.75
286,B,RM,0.7414,0.9076,22.42
286,B,RA,0.7353,0.9409,27.97
287,B,RM,0.7547,0.8873,17.58
287,B,RA,0.7368,0.9482,28.69
288,B,RM,0.7348,0.9274,26.22
288,B,RA,0.734,0.9218,25.59
289,B,RM,0.7376,0.8997,21.97
289,B,RA,0.7442,0.946,27.12
290,B,RM,0.7335,0.8872,20.96
290,B,RA,0.7193,0.9475,31.73
291,B,RM,0.7274,0.9168,26.03
291,B,RA,0.7422,0.9387,26.47
292,B,RM,0.742,0.9248,24.63
292,B,RA,0.7229,0.9786,35.37
293,B,RM,0.7228,0.89,23.12
293,B,RA,0.7421,0.9637,29.86
294,B,RM,0.7239,0.885,22.26
294,B,RA,0.7348,0.9543,29.88
295,B,RM,0.75,0.8829,17.71
295,B,RA,0.7465,0.9691,29.82
296,B,RM,0.7328,0.8864,20.96
296,B,RA,0.7253,0.9286,28.03
297,B,RM,0.7382,0.8875,20.23
297,B,RA,0.7347,0.9902,34.77
298,B,RM,0.7289,0.9139,25.39
298,B,RA,0.7226,0.9824,35.96
299,B,RM,0.7194,0.8958,24.51
299,B,RA,0.7373,0.9784,32.7
300,B,RM,0.7392,0.8899,20.4
300,B,RA,0.7196,0.9542,32.59
301,B,RM,0.7294,0.8736,19.76
301,B,RA,0.726,0.9568,31.78
302,B,RM,0.7277,0.9085,24.85
302,B,RA,0.7459,0.952,27.63
303,B,RM,0.7371,0.9075,23.11
303,B,RA,0.7278,0.948,30.26
304,B,RM,0.7464,0.9037,21.08
304,B,RA,0.7244,0.9195,26.93
305,B,RM,0.7244,0.8961,23.69
305,B,RA,0.747,0.9547,27.81
306,B,RM,0.7329,0.9087,23.99
306,B,RA,0.7355,0.9486,28.96
307,B,RM,0.7264,0.8786,20.95
307,B,RA,0.7245,0.9911,36.81
308,B,RM,0.7562,0.8552,13.1
308,B,RA,0.7407,0.9533,28.7
309,B,RM,0.7439,0.8769,17.88
309,B,RA,0.7414,0.9499,28.12
310,B,RM,0.7205,0.8727,21.12
310,B,RA,0.7304,0.9537,30.58
311,B,RM,0.7318,0.9143,24.93
311,B,RA,0.7314,0.9678,32.32
312,B,RM,0.7429,0.8846,19.08
312,B,RA,0.7273,0.9733,33.82
313,B,RM,0.7422,0.9,21.26
313,B,RA,0.7373,0.9524,29.18
314,B,RM,0.7322,0.8937,22.05
314,B,RA,0.7373,0.9549,29.51
315,B,RM,0.7278,0.8745,20.15
315,B,RA,0.7278,0.9361,28.63
316,B,RM,0.7479,0.8839,18.18
316,B,RA,0.7285,0.9651,32.47
317,B,RM,0.735,0.8937,21.58
317,B,RA,0.7168,0.9564,33.42
318,B,RM,0.7341,0.9072,23.58
318,B,RA,0.7322,0.9601,31.12
319,B,RM,0.7315,0.8891,21.54
319,B,RA,0.7422,0.9482,27.75
320,B,RM,0.7275,0.8758,20.37
320,B,RA,0.7333,0.9686,32.09
321,B,RM,0.7414,0.9021,21.68
321,B,RA,0.7452,0.9516,27.71
322,B,RM,0.7161,0.8842,23.46
322,B,RA,0.7154,0.9705,35.66
323,B,RM,0.7264,0.8762,20.62
323,B,RA,0.7244,0.9862,36.14
324,B,RM,0.7345,0.8629,17.48
324,B,RA,0.7242,0.9756,34.71
325,B,RM,0.7365,0.8868,20.41
325,B,RA,0.7313,0.9716,32.86
326,B,RM,0.7257,0.895,23.32
326,B,RA,0.732,0.9325,27.4
327,B,RM,0.7218,0.9116,26.31
327,B,RA,0.7408,0.9332,25.97
328,B,RM,0.7314,0.8664,18.46
328,B,RA,0.7399,0.9403,27.09
329,B,RM,0.7414,0.8676,17.02
329,B,RA,0.7238,0.9704,34.07
330,B,RM,0.729,0.9269,27.16
330,B,RA,0.7332,0.9544,30.16
331,B,RM,0.727,0.9026,24.16
331,B,RA,0.7288,0.93,27.62
332,B,RM,0.7528,0.9259,22.99
332,B,RA,0.7374,0.9558,29.62
333,B,RM,0.7473,0.8905,19.16
333,B,RA,0.733,0.96,30.97
334,B,RM,0.7386,0.886,19.95
334,B,RA,0.7362,0.9504,29.1
335,B,RM,0.7299,0.8774,20.2
335,B,RA,0.7503,0.9693,29.2
336,B,RM,0.7421,0.9315,25.53
336,B,RA,0.7322,0.9721,32.78
337,B,RM,0.7281,0.8923,22.56
337,B,RA,0.7363,0.9653,31.09
338,B,RM,0.7402,0.8887,20.06
338,B,RA,0.7393,0.9759,32.01
339,B,RM,0.7285,0.9064,24.42
339,B,RA,0.7306,0.9833,34.58
340,B,RM,0.724,0.879,21.41
340,B,RA,0.7325,0.9241,26.16
341,B,RM,0.749,0.8922,19.12
341,B,RA,0.7386,0.9472,28.25
342,B,RM,0.7227,0.8898,23.13
342,B,RA,0.7221,0.9536,32.06
343,B,RM,0.7343,0.9207,25.38
343,B,RA,0.7305,0.9562,30.9
344,B,RM,0.7221,0.9044,25.25
344,B,RA,0.7239,0.9237,27.59
345,B,RM,0.7415,0.933,25.82
345,B,RA,0.7416,0.9615,29.65
346,B,RM,0.7396,0.9023,21.99
346,B,RA,0.7476,0.9561,27.88
347,B,RM,0.7279,0.8522,17.08
347,B,RA,0.7336,0.9379,27.85
348,B,RM,0.7354,0.8842,20.23
348,B,RA,0.7188,0.9607,33.66
349,B,RM,0.7342,0.92,25.3
349,B,RA,0.731,0.9777,33.76
350,B,RM,0.7322,0.9015,23.12
350,B,RA,0.7344,0.9983,35.93
351,B,RM,0.7297,0.9107,24.81
351,B,RA,0.7225,0.9532,31.93
352,B,RM,0.7383,0.9083,23.02
352,B,RA,0.7373,0.9727,31.94
353,B,RM,0.7394,0.8904,20.41
353,B,RA,0.7505,0.9621,28.19
354,B,RM,0.7292,0.8994,23.34
354,B,RA,0.7371,0.9555,29.63
355,B,RM,0.734,0.8791,19.77
355,B,RA,0.7435,0.9417,26.66
356,B,RM,0.7474,0.9133,22.2
356,B,RA,0.7292,0.9428,29.28
357,B,RM,0.7337,0.9052,23.38
357,B,RA,0.735,0.9672,31.6
358,B,RM,0.7368,0.9358,27.0
358,B,RA,0.7216,0.9575,32.69
359,B,RM,0.7175,0.9347,30.28
359,B,RA,0.7356,0.9979,35.67
360,B,RM,0.7377,0.8957,21.41
360,B,RA,0.7439,0.9498,27.67
361,B,RM,0.7461,0.8794,17.86
361,B,RA,0.7405,0.9336,26.08
362,B,RM,0.7374,0.9217,24.99
362,B,RA,0.7319,0.9717,32.76
363,B,RM,0.7346,0.8855,20.54
363,B,RA,0.7321,0.9422,28.69
364,B,RM,0.7404,0.9102,22.93
364,B,RA,0.7372,0.9646,30.84
365,B,RM,0.7331,0.895,22.09
365,B,RA,0.7321,0.9419,28.66
366,B,RM,0.7275,0.9021,24.0
366,B,RA,0.7409,0.95,28.23
367,B,RM,0.7421,0.8965,20.81
367,B,RA,0.7308,0.9494,29.92
368,B,RM,0.7274,0.9088,24.94
368,B,RA,0.7437,0.9507,27.83
369,B,RM,0.7333,0.8947,22.01
369,B,RA,0.7386,0.9209,24.69
370,B,RM,0.7354,0.8921,21.3
370,B,RA,0.7328,0.9425,28.6
371,B,RM,0.7372,0.9162,24.29
371,B,RA,0.7161,0.9473,32.28
372,B,RM,0.7268,0.8987,23.65
372,B,RA,0.7352,0.9567,30.13
373,B,RM,0.7368,0.8871,20.4
373,B,RA,0.7389,0.9635,30.4
374,B,RM,0.7359,0.9341,26.94
374,B,RA,0.7353,0.9646,31.18
375,B,RM,0.7317,0.9229,26.12
375,B,RA,0.7408,0.9819,32.55
376,B,RM,0.7312,0.8879,21.44
376,B,RA,0.7424,0.956,28.78
377,B,RM,0.7452,0.9059,21.57
377,B,RA,0.7279,0.9808,34.74
378,B,RM,0.7371,0.9043,22.68
378,B,RA,0.7306,0.9725,33.12
379,B,RM,0.7223,0.8717,20.68
379,B,RA,0.7316,0.9594,31.13
380,B,RM,0.7337,0.9203,25.43
380,B,RA,0.7357,0.971,31.98
381,B,RM,0.7492,0.8912,18.95
381,B,RA,0.7355,0.9476,28.84
382,B,RM,0.7328,0.9143,24.77
382,B,RA,0.7297,0.9579,31.28
383,B,RM,0.7251,0.9011,24.28
383,B,RA,0.7406,0.9603,29.67
384,B,RM,0.7387,0.8803,19.17
384,B,RA,0.734,0.9617,31.02
385,B,RM,0.7387,0.9359,26.7
385,B,RA,0.7391,0.9566,29.43
386,B,RM,0.7286,0.9069,24.46
386,B,RA,0.7405,0.9648,30.3
387,B,RM,0.7397,0.9055,22.41
387,B,RA,0.7375,0.9658,30.96
388,B,RM,0.7281,0.9018,23.86
388,B,RA,0.7137,0.935,31.01
389,B,RM,0.7346,0.9159,24.68
389,B,RA,0.7364,0.9398,27.63
390,B,RM,0.7408,0.8975,21.15
390,B,RA,0.7399,0.9891,33.68
391,B,RM,0.7368,0.9087,23.34
391,B,RA,0.7385,0.9529,29.03
392,B,RM,0.7329,0.8758,19.5
392,B,RA,0.7298,0.9557,30.96
393,B,RM,0.7384,0.8905,20.6
393,B,RA,0.7355,0.962,30.8
394,B,RM,0.7234,0.875,20.96
394,B,RA,0.7265,0.9402,29.42
395,B,RM,0.7333,0.8581,17.02
395,B,RA,0.7466,0.9878,32.31
396,B,RM,0.752,0.9001,19.7
396,B,RA,0.7351,0.9481,28.98
397,B,RM,0.7447,0.902,21.13
397,B,RA,0.7355,0.9859,34.05
398,B,RM,0.7379,0.8603,16.59
398,B,RA,0.7364,0.9604,30.42
399,B,RM,0.7348,0.9249,25.86
399,B,RA,0.7295,0.9622,31.91
400,B,RM,0.7359,0.9031,22.72
400,B,RA,0.7366,0.9609,30.44
401,B,RM,0.7334,0.8698,18.6
401,B,RA,0.7169,0.9095,26.87
402,B,RM,0.7315,0.8947,22.31
402,B,RA,0.7333,0.9525,29.9
403,B,RM,0.733,0.9176,25.19
403,B,RA,0.7141,0.9765,36.74
404,B,RM,0.7393,0.9097,23.05
404,B,RA,0.7335,0.9344,27.39
405,B,RM,0.7355,0.9034,22.83
405,B,RA,0.7397,0.9553,29.16
406,B,RM,0.7262,0.903,24.35
406,B,RA,0.743,0.9725,30.9
407,B,RM,0.7321,0.9194,25.58
407,B,RA,0.7196,0.9397,30.59
408,B,RM,0.7566,0.8831,16.72
408,B,RA,0.7304,0.9521,30.36
409,B,RM,0.741,0.8433,13.81
409,B,RA,0.7305,0.9567,30.96
410,B,RM,0.73,0.8945,22.54
410,B,RA,0.7353,0.9865,34.16
411,B,RM,0.748,0.9086,21.47
411,B,RA,0.7275,0.9504,30.63
412,B,RM,0.7401,0.8776,18.57
412,B,RA,0.741,0.9817,32.49
413,B,RM,0.7363,0.9216,25.18
413,B,RA,0.7398,0.9356,26.46
414,B,RM,0.7429,0.9223,24.14
414,B,RA,0.7419,0.94,26.7
415,B,RM,0.7361,0.8535,15.94
415,B,RA,0.7318,0.9558,30.61
416,B,RM,0.7337,0.8786,19.76
416,B,RA,0.7401,0.9781,32.15
417,B,RM,0.7331,0.866,18.13
417,B,RA,0.7451,0.9848,32.17
418,B,RM,0.7412,0.8955,20.82
418,B,RA,0.7406,0.9598,29.59
419,B,RM,0.7232,0.885,22.38
419,B,RA,0.7388,0.9512,28.74
420,B,RM,0.7352,0.9009,22.53
420,B,RA,0.7357,1.0054,36.66
421,B,RM,0.7385,0.8963,21.37
421,B,RA,0.7359,0.942,28.0
422,B,RM,0.7404,0.9108,23.01
422,B,RA,0.7433,0.932,25.39
423,B,RM,0.7383,0.8926,20.9
423,B,RA,0.7236,0.9363,29.39
424,B,RM,0.7342,0.8823,20.17
424,B,RA,0.736,0.9698,31.77
425,B,RM,0.7264,0.8885,22.31
425,B,RA,0.7433,0.9535,28.27
426,B,RM,0.7352,0.8668,17.89
426,B,RA,0.7334,0.9444,28.76
427,B,RM,0.7433,0.9054,21.82
427,B,RA,0.7437,0.9681,30.18
428,B,RM,0.7429,0.8902,19.83
428,B,RA,0.7345,0.9698,32.05
429,B,RM,0.752,0.8846,17.64
429,B,RA,0.7321,0.9461,29.22
430,B,RM,0.744,0.9218,23.9
430,B,RA,0.7327,0.9544,30.25
431,B,RM,0.726,0.908,25.07
431,B,RA,0.7353,0.9407,27.94
432,B,RM,0.7174,0.9068,26.4
432,B,RA,0.7397,0.9541,28.97
433,B,RM,0.7358,0.8992,22.21
433,B,RA,0.7259,0.923,27.17
434,B,RM,0.7336,0.8883,21.09
434,B,RA,0.7293,0.9174,25.79
435,B,RM,0.7355,0.9051,23.07
435,B,RA,0.741,0.9649,30.21
436,B,RM,0.7392,0.8994,21.68
436,B,RA,0.7289,0.9627,32.08
437,B,RM,0.7203,0.8562,18.86
437,B,RA,0.7417,0.9833,32.57
438,B,RM,0.7453,0.903,21.16
438,B,RA,0.7414,0.954,28.67
439,B,RM,0.7278,0.8877,21.97
439,B,RA,0.7457,0.9595,28.67
440,B,RM,0.727,0.9036,24.29
440,B,RA,0.745,0.959,28.73
441,B,RM,0.7351,0.904,22.97
441,B,RA,0.7384,0.9517,28.89
442,B,RM,0.7277,0.8968,23.25
442,B,RA,0.7407,0.996,34.46
443,B,RM,0.7233,0.9017,24.66
443,B,RA,0.7275,0.9476,30.25
444,B,RM,0.7249,0.9173,26.54
444,B,RA,0.727,0.933,28.33
445,B,RM,0.7314,0.8646,18.22
445,B,RA,0.7465,0.9651,29.29
446,B,RM,0.7296,0.8809,20.74
446,B,RA,0.7276,0.9504,30.62
447,B,RM,0.7277,0.9068,24.61
447,B,RA,0.7289,0.9453,29.69
448,B,RM,0.7141,0.9056,26.83
448,B,RA,0.7211,0.9748,35.18
449,B,RM,0.7316,0.9003,23.05
449,B,RA,0.7295,0.9734,33.43
450,B,RM,0.7401,0.9087,22.79
450,B,RA,0.7285,0.961,31.92
451,B,RM,0.7502,0.8754,16.68
451,B,RA,0.7272,0.9704,33.44
452,B,RM,0.7365,0.9023,22.52
452,B,RA,0.7292,0.9689,32.87
453,B,RM,0.7256,0.9044,24.65
453,B,RA,0.7394,0.9633,30.29
454,B,RM,0.7129,0.9129,28.06
454,B,RA,0.7369,0.9649,30.95
455,B,RM,0.7396,0.88,18.98
455,B,RA,0.7233,0.9308,28.7
456,B,RM,0.7405,0.8732,17.92
456,B,RA,0.7348,0.954,29.83
457,B,RM,0.7318,0.9017,23.21
457,B,RA,0.7231,0.9272,28.23
458,B,RM,0.7249,0.901,24.29
458,B,RA,0.7407,0.9537,28.75
459,B,RM,0.7478,0.9374,25.35
459,B,RA,0.7398,0.972,31.38
460,B,RM,0.7302,0.8644,18.38
460,B,RA,0.7353,0.9659,31.36
461,B,RM,0.7285,0.8848,21.46
461,B,RA,0.7285,0.9619,32.05
462,B,RM,0.7293,0.8985,23.2
462,B,RA,0.739,0.9407,27.29
463,B,RM,0.7254,0.8875,22.35
463,B,RA,0.7313,0.9306,27.26
464,B,RM,0.7367,0.8822,19.74
464,B,RA,0.7514,0.9727,29.46
465,B,RM,0.7278,0.9132,25.47
465,B,RA,0.7415,0.9298,25.4
466,B,RM,0.7226,0.9169,26.88
466,B,RA,0.7359,0.9859,33.99
467,B,RM,0.7291,0.9064,24.31
467,B,RA,0.7325,0.9448,28.98
468,B,RM,0.7391,0.8799,19.04
468,B,RA,0.7255,0.9416,29.79
469,B,RM,0.7439,0.8952,20.35
469,B,RA,0.7332,0.9379,27.92
470,B,RM,0.7312,0.8985,22.89
470,B,RA,0.7444,0.9538,28.13
471,B,RM,0.7203,0.8898,23.53
471,B,RA,0.7187,0.9395,30.72
472,B,RM,0.7444,0.9001,20.92
472,B,RA,0.7233,0.983,35.89
473,B,RM,0.7299,0.9415,28.98
473,B,RA,0.7229,0.9352,29.37
474,B,RM,0.7451,0.8906,19.52
474,B,RA,0.7386,0.9781,32.43
475,B,RM,0.724,0.9271,28.05
475,B,RA,0.7459,0.9446,26.64
476,B,RM,0.7362,0.9075,23.26
476,B,RA,0.7318,0.946,29.27
477,B,RM,0.7301,0.8929,22.3
477,B,RA,0.7347,0.9437,28.45
478,B,RM,0.7323,0.8927,21.91
478,B,RA,0.7234,0.9265,28.07
479,B,RM,0.7358,0.9266,25.93
479,B,RA,0.7379,0.9362,26.88
480,B,RM,0.7229,0.9472,31.03
480,B,RA,0.7346,0.9552,30.02
481,B,RM,0.7305,0.8844,21.08
481,B,RA,0.7297,0.959,31.43
482,B,RM,0.7297,0.883,21.0
482,B,RA,0.7391,0.9583,29.66
483,B,RM,0.7378,0.8853,20.0
483,B,RA,0.7378,0.9565,29.64
484,B,RM,0.7154,0.8875,24.07
484,B,RA,0.7272,0.9421,29.55
485,B,RM,0.7342,0.8918,21.47
485,B,RA,0.7271,0.9665,32.91
486,B,RM,0.7215,0.908,25.86
486,B,RA,0.7248,0.9582,32.19
487,B,RM,0.7331,0.8863,20.9
487,B,RA,0.7344,0.9681,31.82
488,B,RM,0.726,0.896,23.41
488,B,RA,0.7367,0.9449,28.25
489,B,RM,0.7265,0.9035,24.37
489,B,RA,0.7376,0.9231,25.16
490,B,RM,0.7262,0.8895,22.49
490,B,RA,0.7356,0.9526,29.5
491,B,RM,0.7338,0.8901,21.29
491,B,RA,0.7457,0.9581,28.49
492,B,RM,0.7332,0.8928,21.77
492,B,RA,0.7462,0.9523,27.61
493,B,RM,0.7303,0.8904,21.91
493,B,RA,0.7306,0.965,32.07
494,B,RM,0.7229,0.8547,18.23
494,B,RA,0.742,0.9625,29.72
495,B,RM,0.7458,0.8935,19.8
495,B,RA,0.7101,0.9566,34.7
496,B,RM,0.7445,0.8851,18.88
496,B,RA,0.7397,0.9851,33.18
497,B,RM,0.7305,0.8649,18.4
497,B,RA,0.7362,0.9608,30.51
498,B,RM,0.7191,0.8881,23.5
498,B,RA,0.7274,0.9645,32.59
499,B,RM,0.7371,0.9029,22.49
499,B,RA,0.7354,0.9372,27.45
500,B,RM,0.7455,0.9146,22.69
500,B,RA,0.7386,0.9433,27.71
1,C,RM,1.0199,1.22,19.62
1,C,RA,1.0059,1.3291,32.13
2,C,RM,1.0048,1.1728,16.72
2,C,RA,1.0162,1.2722,25.19
3,C,RM,1.0282,1.1592,12.74
3,C,RA,1.0198,1.2724,24.77
4,C,RM,1.0143,1.1892,17.24
4,C,RA,1.0222,1.2527,22.55
