Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
170,B,RM,0.5827,0.7306,25.38
170,B,RA,0.5876,0.7869,33.91
171,B,RM,0.5856,0.7274,24.22
171,B,RA,0.5921,0.8079,36.44
172,B,RM,0.6072,0.7356,21.14
172,B,RA,0.5914,0.8073,36.51
173,B,RM,0.5872,0.7611,29.62
173,B,RA,0.5978,0.7859,31.47
174,B,RM,0.5868,0.7836,33.53
174,B,RA,0.5766,0.8243,42.94
175,B,RM,0.5804,0.7323,26.17
175,B,RA,0.5733,0.7851,36.95
176,B,RM,0.5841,0.7274,24.54
176,B,RA,0.5959,0.7831,31.43
177,B,RM,0.5948,0.7294,22.62
177,B,RA,0.5932,0.7982,34.55
178,B,RM,0.587,0.7182,22.36
178,B,RA,0.584,0.7932,35.83
179,B,RM,0.5844,0.7117,21.77
179,B,RA,0.5848,0.8188,40.01
180,B,RM,0.586,0.7372,25.8
180,B,RA,0.5759,0.7802,35.49
181,B,RM,0.5868,0.745,26.97
181,B,RA,0.571,0.787,37.81
182,B,RM,0.5852,0.7122,21.71
182,B,RA,0.5873,0.8168,39.07
183,B,RM,0.57,0.7016,23.08
183,B,RA,0.5868,0.761,29.69
184,B,RM,0.5728,0.7316,27.72
184,B,RA,0.5821,0.8235,41.45
185,B,RM,0.5946,0.712,19.74
185,B,RA,0.5694,0.8132,42.82
186,B,RM,0.5977,0.7249,21.27
186,B,RA,0.5732,0.813,41.83
187,B,RM,0.5841,0.733,25.49
187,B,RA,0.5905,0.7792,31.95
188,B,RM,0.5795,0.7622,31.52
188,B,RA,0.5969,0.7941,33.02
189,B,RM,0.5812,0.7287,25.38
189,B,RA,0.5736,0.7919,38.06
190,B,RM,0.5896,0.7595,28.81
190,B,RA,0.5761,0.8025,39.29
191,B,RM,0.5957,0.7152,20.06
191,B,RA,0.5746,0.7825,36.17
192,B,RM,0.5835,0.7321,25.47
192,B,RA,0.576,0.8003,38.94
193,B,RM,0.5872,0.7089,20.73
193,B,RA,0.5849,0.7876,34.65
194,B,RM,0.5807,0.7481,28.83
194,B,RA,0.5753,0.8182,42.23
195,B,RM,0.5961,0.7559,26.8
195,B,RA,0.5788,0.7612,31.52
196,B,RM,0.5819,0.7361,26.5
196,B,RA,0.5839,0.802,37.36
197,B,RM,0.5887,0.7134,21.18
197,B,RA,0.5901,0.778,31.86
198,B,RM,0.5735,0.7153,24.73
198,B,RA,0.5827,0.789,35.4
199,B,RM,0.5622,0.7473,32.93
199,B,RA,0.5839,0.8194,40.34
200,B,RM,0.5839,0.74,26.72
200,B,RA,0.5828,0.7946,36.35
201,B,RM,0.5795,0.7523,29.82
201,B,RA,0.5778,0.7802,35.03
202,B,RM,0.5929,0.7359,24.13
202,B,RA,0.577,0.7778,34.79
203,B,RM,0.5868,0.7689,31.02
203,B,RA,0.5776,0.8089,40.05
204,B,RM,0.5824,0.7535,29.36
204,B,RA,0.5739,0.8168,42.32
205,B,RM,0.578,0.7323,26.69
205,B,RA,0.5882,0.7894,34.19
206,B,RM,0.5851,0.7465,27.59
206,B,RA,0.5828,0.8012,37.48
207,B,RM,0.5893,0.7287,23.64
207,B,RA,0.5854,0.7859,34.25
208,B,RM,0.5791,0.7598,31.21
208,B,RA,0.6009,0.8015,33.39
209,B,RM,0.5877,0.7182,22.2
209,B,RA,0.598,0.8027,34.22
210,B,RM,0.5769,0.7365,27.67
210,B,RA,0.5972,0.8132,36.17
211,B,RM,0.5951,0.7278,22.3
211,B,RA,0.5881,0.7806,32.73
212,B,RM,0.5918,0.7066,19.4
212,B,RA,0.5806,0.8005,37.87
213,B,RM,0.5859,0.749,27.85
213,B,RA,0.5942,0.757,27.4
214,B,RM,0.5903,0.7431,25.88
214,B,RA,0.579,0.7792,34.57
215,B,RM,0.583,0.7583,30.07
215,B,RA,0.5804,0.8062,38.91
216,B,RM,0.5892,0.7664,30.09
216,B,RA,0.5902,0.7754,31.38
217,B,RM,0.5787,0.752,29.95
217,B,RA,0.5836,0.7983,36.78
218,B,RM,0.572,0.7417,29.66
218,B,RA,0.5855,0.7816,33.49
219,B,RM,0.5805,0.7434,28.06
219,B,RA,0.5836,0.8026,37.53
220,B,RM,0.5782,0.7611,31.62
220,B,RA,0.5899,0.7872,33.45
221,B,RM,0.5868,0.7219,23.03
221,B,RA,0.5911,0.8162,38.09
222,B,RM,0.5963,0.7229,21.22
222,B,RA,0.5841,0.8004,37.04
223,B,RM,0.5856,0.7239,23.62
223,B,RA,0.5788,0.8043,38.95
224,B,RM,0.5824,0.7354,26.26
224,B,RA,0.588,0.792,34.69
225,B,RM,0.5806,0.7431,27.98
225,B,RA,0.585,0.7793,33.22
226,B,RM,0.5897,0.7354,24.7
226,B,RA,0.585,0.801,36.93
227,B,RM,0.5989,0.7388,23.36
227,B,RA,0.5922,0.7873,32.96
228,B,RM,0.5763,0.741,28.57
228,B,RA,0.5814,0.8122,39.7
229,B,RM,0.5858,0.7309,24.78
229,B,RA,0.5887,0.7908,34.34
230,B,RM,0.5906,0.7491,26.84
230,B,RA,0.5823,0.7709,32.4
231,B,RM,0.5936,0.7318,23.28
231,B,RA,0.5972,0.787,31.77
232,B,RM,0.5843,0.7413,26.87
232,B,RA,0.5829,0.7863,34.89
233,B,RM,0.5761,0.7504,30.25
233,B,RA,0.5873,0.8051,37.09
234,B,RM,0.6026,0.726,20.47
234,B,RA,0.5814,0.7851,35.05
235,B,RM,0.5883,0.7426,26.22
235,B,RA,0.5855,0.7783,32.92
236,B,RM,0.5825,0.7492,28.61
236,B,RA,0.5851,0.8005,36.81
237,B,RM,0.5865,0.7426,26.61
237,B,RA,0.5919,0.7853,32.66
238,B,RM,0.5904,0.7569,28.19
238,B,RA,0.5996,0.774,29.1
239,B,RM,0.5881,0.7593,29.11
239,B,RA,0.5879,0.8212,39.67
240,B,RM,0.5885,0.751,27.6
240,B,RA,0.5857,0.773,31.98
241,B,RM,0.5971,0.7424,24.34
241,B,RA,0.576,0.8019,39.22
242,B,RM,0.5814,0.7111,22.31
242,B,RA,0.5983,0.7758,29.67
243,B,RM,0.5857,0.7286,24.4
243,B,RA,0.5871,0.8116,38.24
244,B,RM,0.5982,0.7503,25.42
244,B,RA,0.585,0.7888,34.83
245,B,RM,0.5765,0.7351,27.51
245,B,RA,0.5989,0.7918,32.22
246,B,RM,0.5774,0.7566,31.04
246,B,RA,0.5813,0.8065,38.75
247,B,RM,0.5688,0.7293,28.22
247,B,RA,0.5748,0.7731,34.5
248,B,RM,0.5899,0.7385,25.2
248,B,RA,0.586,0.8103,38.27
249,B,RM,0.5842,0.752,28.72
249,B,RA,0.5842,0.7923,35.62
250,B,RM,0.5983,0.736,23.01
250,B,RA,0.5835,0.8106,38.94
251,B,RM,0.5701,0.7581,32.99
251,B,RA,0.5808,0.8237,41.82
252,B,RM,0.5895,0.7313,24.05
252,B,RA,0.5795,0.7845,35.39
253,B,RM,0.5875,0.7225,22.97
253,B,RA,0.5841,0.8137,39.31
254,B,RM,0.5845,0.7492,28.16
254,B,RA,0.5871,0.8216,39.95
255,B,RM,0.5681,0.7124,25.4
255,B,RA,0.5719,0.7881,37.8
256,B,RM,0.5813,0.7505,29.1
256,B,RA,0.5779,0.8117,40.47
257,B,RM,0.593,0.7459,25.78
257,B,RA,0.5938,0.7901,33.05
258,B,RM,0.5913,0.7357,24.43
258,B,RA,0.5937,0.7838,32.02
259,B,RM,0.5844,0.7187,22.97
259,B,RA,0.5898,0.8036,36.24
260,B,RM,0.5893,0.7104,20.54
260,B,RA,0.5832,0.8264,41.69
261,B,RM,0.5804,0.7188,23.84
261,B,RA,0.5887,0.8139,38.25
262,B,RM,0.5753,0.73,26.89
262,B,RA,0.5774,0.7783,34.79
263,B,RM,0.5907,0.7471,26.48
263,B,RA,0.5824,0.8084,38.8
264,B,RM,0.5755,0.7493,30.19
264,B,RA,0.5713,0.7814,36.77
265,B,RM,0.5832,0.7557,29.58
265,B,RA,0.5852,0.7967,36.16
266,B,RM,0.5852,0.7343,25.49
266,B,RA,0.5761,0.8097,40.56
267,B,RM,0.5873,0.7494,27.58
267,B,RA,0.5903,0.7746,31.23
268,B,RM,0.5802,0.7149,23.22
268,B,RA,0.5811,0.7837,34.87
269,B,RM,0.5734,0.7338,27.96
269,B,RA,0.592,0.7771,31.27
270,B,RM,0.5817,0.7166,23.21
270,B,RA,0.5982,0.8097,35.36
271,B,RM,0.5824,0.7305,25.41
271,B,RA,0.5825,0.8239,41.45
272,B,RM,0.5932,0.6966,17.44
272,B,RA,0.5926,0.7926,33.75
273,B,RM,0.573,0.7408,29.28
273,B,RA,0.5897,0.796,35.0
274,B,RM,0.5835,0.7507,28.65
274,B,RA,0.5912,0.8299,40.37
275,B,RM,0.6065,0.7427,22.45
275,B,RA,0.5946,0.8227,38.36
276,B,RM,0.5876,0.7426,26.38
276,B,RA,0.5829,0.7919,35.84
277,B,RM,0.5967,0.7256,21.6
277,B,RA,0.588,0.7677,30.57
278,B,RM,0.5688,0.744,30.81
278,B,RA,0.5779,0.7759,34.26
279,B,RM,0.587,0.7183,22.36
279,B,RA,0.5907,0.8071,36.64
280,B,RM,0.5941,0.7452,25.43
280,B,RA,0.5858,0.7702,31.49
281,B,RM,0.5922,0.7315,23.53
281,B,RA,0.6017,0.7804,29.69
282,B,RM,0.5953,0.7607,27.8
282,B,RA,0.5811,0.7755,33.46
283,B,RM,0.589,0.7347,24.73
283,B,RA,0.5971,0.8011,34.15
284,B,RM,0.5737,0.7334,27.83
284,B,RA,0.5856,0.813,38.83
285,B,RM,0.5839,0.7277,24.63
285,B,RA,0.5912,0.798,34.99
286,B,RM,0.5772,0.7333,27.05
286,B,RA,0.587,0.8138,38.63
287,B,RM,0.5966,0.733,22.87
287,B,RA,0.5893,0.8262,40.2
288,B,RM,0.5874,0.741,26.15
288,B,RA,0.598,0.7821,30.78
289,B,RM,0.5777,0.7347,27.18
289,B,RA,0.5852,0.8206,40.23
290,B,RM,0.5745,0.7513,30.78
290,B,RA,0.6013,0.7847,30.51
291,B,RM,0.5912,0.7329,23.97
291,B,RA,0.5781,0.7773,34.46
292,B,RM,0.5897,0.7467,26.61
292,B,RA,0.5779,0.8054,39.35
293,B,RM,0.595,0.7237,21.63
293,B,RA,0.6012,0.7926,31.84
294,B,RM,0.585,0.7395,26.42
294,B,RA,0.5767,0.8083,40.15
295,B,RM,0.5797,0.7319,26.26
295,B,RA,0.5838,0.7954,36.25
296,B,RM,0.5845,0.7259,24.19
296,B,RA,0.5873,0.7898,34.48
297,B,RM,0.6015,0.7269,20.85
297,B,RA,0.5906,0.7839,32.74
298,B,RM,0.5939,0.746,25.61
298,B,RA,0.5833,0.7782,33.41
299,B,RM,0.5845,0.7163,22.54
299,B,RA,0.5785,0.7833,35.41
300,B,RM,0.5858,0.7452,27.21
300,B,RA,0.5691,0.7833,37.64
301,B,RM,0.5893,0.725,23.02
301,B,RA,0.5917,0.812,37.23
302,B,RM,0.5852,0.7396,26.4
302,B,RA,0.5954,0.7495,25.88
303,B,RM,0.5724,0.7321,27.89
303,B,RA,0.5801,0.8038,38.56
304,B,RM,0.5958,0.7096,19.1
304,B,RA,0.5771,0.7868,36.33
305,B,RM,0.5747,0.7443,29.51
305,B,RA,0.5791,0.763,31.76
306,B,RM,0.5778,0.7427,28.55
306,B,RA,0.5923,0.8008,35.2
307,B,RM,0.5743,0.7077,23.24
307,B,RA,0.5814,0.8385,44.23
308,B,RM,0.5748,0.7263,26.35
308,B,RA,0.5874,0.8,36.19
309,B,RM,0.5889,0.6995,18.78
309,B,RA,0.5884,0.7662,30.21
310,B,RM,0.591,0.7548,27.71
310,B,RA,0.5875,0.7911,34.67
311,B,RM,0.5866,0.7694,31.16
311,B,RA,0.5725,0.791,38.16
312,B,RM,0.5793,0.7156,23.53
312,B,RA,0.5841,0.8097,38.61
313,B,RM,0.5851,0.7555,29.12
313,B,RA,0.5866,0.8093,37.97
314,B,RM,0.59,0.7525,27.55
314,B,RA,0.599,0.8153,36.11
315,B,RM,0.5969,0.7186,20.4
315,B,RA,0.578,0.8279,43.24
316,B,RM,0.5699,0.7252,27.26
316,B,RA,0.5921,0.7986,34.88
317,B,RM,0.5884,0.749,27.29
317,B,RA,0.5838,0.8329,42.66
318,B,RM,0.5911,0.7394,25.1
318,B,RA,0.5896,0.7967,35.12
319,B,RM,0.5754,0.7159,24.43
319,B,RA,0.5818,0.7625,31.07
320,B,RM,0.589,0.7558,28.31
320,B,RA,0.5793,0.798,37.76
321,B,RM,0.5902,0.7415,25.63
321,B,RA,0.5833,0.7931,35.97
322,B,RM,0.5938,0.7412,24.82
322,B,RA,0.5871,0.795,35.42
323,B,RM,0.5791,0.7419,28.13
323,B,RA,0.5874,0.7944,35.23
324,B,RM,0.5947,0.7358,23.71
324,B,RA,0.5794,0.8247,42.35
325,B,RM,0.5839,0.7186,23.06
325,B,RA,0.5778,0.801,38.62
326,B,RM,0.5916,0.7394,24.99
326,B,RA,0.5744,0.8198,42.72
327,B,RM,0.5781,0.7334,26.87
327,B,RA,0.5896,0.7963,35.06
328,B,RM,0.5754,0.7656,33.04
328,B,RA,0.5802,0.7425,27.96
329,B,RM,0.5794,0.7397,27.66
329,B,RA,0.5878,0.7797,32.64
330,B,RM,0.5914,0.7377,24.74
330,B,RA,0.59,0.8004,35.67
331,B,RM,0.6025,0.728,20.83
331,B,RA,0.5741,0.8171,42.32
332,B,RM,0.5867,0.7442,26.85
332,B,RA,0.5942,0.7944,33.69
333,B,RM,0.5804,0.752,29.56
333,B,RA,0.5817,0.7824,34.51
334,B,RM,0.5833,0.7196,23.37
334,B,RA,0.6013,0.7748,28.85
335,B,RM,0.5832,0.7248,24.29
335,B,RA,0.5878,0.8034,36.69
336,B,RM,0.5733,0.7441,29.78
336,B,RA,0.5873,0.7725,31.54
337,B,RM,0.5827,0.7103,21.9
337,B,RA,0.5802,0.7892,36.02
338,B,RM,0.5804,0.7368,26.95
338,B,RA,0.5804,0.7901,36.13
339,B,RM,0.5883,0.7319,24.4
339,B,RA,0.5889,0.7671,30.25
340,B,RM,0.5865,0.7095,20.96
340,B,RA,0.5942,0.8109,36.46
341,B,RM,0.5796,0.7026,21.23
341,B,RA,0.5858,0.7649,30.59
342,B,RM,0.5919,0.7242,22.34
342,B,RA,0.5917,0.7888,33.31
343,B,RM,0.5932,0.7466,25.86
343,B,RA,0.5916,0.811,37.09
344,B,RM,0.5834,0.7052,20.87
344,B,RA,0.5941,0.8085,36.09
345,B,RM,0.5831,0.7334,25.77
345,B,RA,0.5758,0.774,34.42
346,B,RM,0.5981,0.7293,21.93
346,B,RA,0.5838,0.7899,35.32
347,B,RM,0.5872,0.7192,22.47
347,B,RA,0.5721,0.8229,43.85
348,B,RM,0.5865,0.7204,22.84
348,B,RA,0.578,0.8077,39.74
349,B,RM,0.5947,0.7307,22.85
349,B,RA,0.5825,0.82,40.77
350,B,RM,0.5909,0.7346,24.31
350,B,RA,0.5953,0.8361,40.45
351,B,RM,0.5811,0.7371,26.85
351,B,RA,0.584,0.7614,30.37
352,B,RM,0.5876,0.7524,28.05
352,B,RA,0.5808,0.7798,34.26
353,B,RM,0.5773,0.7169,24.18
353,B,RA,0.5937,0.7979,34.4
354,B,RM,0.58,0.7431,28.11
354,B,RA,0.5699,0.7899,38.6
355,B,RM,0.5679,0.7039,23.94
355,B,RA,0.5872,0.7831,33.37
356,B,RM,0.5719,0.7221,26.26
356,B,RA,0.5782,0.7712,33.38
357,B,RM,0.5886,0.7097,20.57
357,B,RA,0.585,0.8012,36.95
358,B,RM,0.601,0.7405,23.21
358,B,RA,0.5787,0.8029,38.73
359,B,RM,0.5743,0.7526,31.04
359,B,RA,0.5726,0.7754,35.42
360,B,RM,0.5874,0.7513,27.91
360,B,RA,0.5879,0.801,36.24
361,B,RM,0.5958,0.7435,24.8
361,B,RA,0.5936,0.8119,36.79
362,B,RM,0.5823,0.7486,28.55
362,B,RA,0.5855,0.7825,33.66
363,B,RM,0.59,0.7257,23.0
363,B,RA,0.5807,0.8359,43.94
364,B,RM,0.5847,0.7595,29.88
364,B,RA,0.5794,0.7818,34.94
365,B,RM,0.5754,0.741,28.79
365,B,RA,0.5978,0.8189,36.99
366,B,RM,0.5921,0.723,22.1
366,B,RA,0.5848,0.765,30.81
367,B,RM,0.5994,0.7259,21.11
367,B,RA,0.5817,0.8319,43.0
368,B,RM,0.587,0.7414,26.31
368,B,RA,0.5781,0.7799,34.91
369,B,RM,0.5879,0.7325,24.59
369,B,RA,0.5709,0.8092,41.73
370,B,RM,0.5923,0.7526,27.07
370,B,RA,0.5891,0.7983,35.51
371,B,RM,0.5936,0.6984,17.66
371,B,RA,0.5901,0.8451,43.22
372,B,RM,0.5761,0.7477,29.78
372,B,RA,0.5841,0.798,36.61
373,B,RM,0.5902,0.7316,23.95
373,B,RA,0.5671,0.7977,40.68
374,B,RM,0.5947,0.7329,23.24
374,B,RA,0.5825,0.7863,34.99
375,B,RM,0.5842,0.7281,24.64
375,B,RA,0.5779,0.8363,44.73
376,B,RM,0.5883,0.7117,20.97
376,B,RA,0.5836,0.8217,40.8
377,B,RM,0.5826,0.7438,27.67
377,B,RA,0.5853,0.7935,35.56
378,B,RM,0.5906,0.7294,23.48
378,B,RA,0.5761,0.8134,41.21
379,B,RM,0.5698,0.7244,27.15
379,B,RA,0.6022,0.7988,32.65
380,B,RM,0.5787,0.7265,25.53
380,B,RA,0.5939,0.7975,34.3
381,B,RM,0.5966,0.7009,17.49
381,B,RA,0.5955,0.8131,36.53
382,B,RM,0.5955,0.7093,19.12
382,B,RA,0.5886,0.8071,37.12
383,B,RM,0.5764,0.7444,29.13
383,B,RA,0.5823,0.8104,39.16
384,B,RM,0.6003,0.7594,26.5
384,B,RA,0.5729,0.7924,38.32
385,B,RM,0.5838,0.7476,28.05
385,B,RA,0.5879,0.8082,37.48
386,B,RM,0.5758,0.7413,28.75
386,B,RA,0.5769,0.7944,37.7
387,B,RM,0.6005,0.7524,25.3
387,B,RA,0.5978,0.818,36.83
388,B,RM,0.5917,0.7027,18.76
388,B,RA,0.6003,0.8389,39.75
389,B,RM,0.5908,0.6959,17.79
389,B,RA,0.585,0.8221,40.55
390,B,RM,0.5832,0.7398,26.85
390,B,RA,0.5828,0.8084,38.7
391,B,RM,0.5768,0.7313,26.78
391,B,RA,0.5828,0.7742,32.85
392,B,RM,0.5889,0.7579,28.7
392,B,RA,0.5873,0.8037,36.83
393,B,RM,0.5828,0.7029,20.61
393,B,RA,0.5925,0.7924,33.73
394,B,RM,0.5935,0.7656,28.99
394,B,RA,0.5856,0.7753,32.39
395,B,RM,0.588,0.7128,21.23
395,B,RA,0.5761,0.8206,42.43
396,B,RM,0.5877,0.7122,21.2
396,B,RA,0.5842,0.7958,36.22
397,B,RM,0.5785,0.7554,30.58
397,B,RA,0.5858,0.7956,35.82
398,B,RM,0.5953,0.7485,25.72
398,B,RA,0.5791,0.793,36.95
399,B,RM,0.5881,0.7174,22.0
399,B,RA,0.5929,0.784,32.23
400,B,RM,0.5845,0.7437,27.24
400,B,RA,0.5808,0.8068,38.93
401,B,RM,0.575,0.7123,23.87
401,B,RA,0.5676,0.8197,44.41
402,B,RM,0.5786,0.7305,26.26
402,B,RA,0.5896,0.7886,33.75
403,B,RM,0.586,0.716,22.17
403,B,RA,0.5744,0.788,37.18
404,B,RM,0.5846,0.7384,26.31
404,B,RA,0.5958,0.7927,33.07
405,B,RM,0.5868,0.7277,24.0
405,B,RA,0.5796,0.7543,30.12
406,B,RM,0.5952,0.7477,25.61
406,B,RA,0.5908,0.7939,34.38
407,B,RM,0.5692,0.7448,30.85
407,B,RA,0.568,0.8286,45.88
408,B,RM,0.5693,0.7381,29.64
408,B,RA,0.5924,0.8027,35.5
409,B,RM,0.5803,0.7428,27.99
409,B,RA,0.565,0.7913,40.05
410,B,RM,0.5934,0.7538,27.03
410,B,RA,0.5872,0.8191,39.49
411,B,RM,0.5769,0.7403,28.31
411,B,RA,0.5924,0.8172,37.96
412,B,RM,0.581,0.7504,29.16
412,B,RA,0.5869,0.791,34.77
413,B,RM,0.5959,0.7459,25.17
413,B,RA,0.6029,0.7623,26.43
414,B,RM,0.5854,0.7445,27.18
414,B,RA,0.5916,0.7999,35.2
415,B,RM,0.5818,0.7728,32.82
415,B,RA,0.5986,0.7719,28.95
416,B,RM,0.5668,0.7241,27.74
416,B,RA,0.5959,0.8136,36.53
417,B,RM,0.5944,0.7771,30.73
417,B,RA,0.5772,0.7986,38.34
418,B,RM,0.5876,0.6905,17.51
418,B,RA,0.5714,0.7928,38.75
419,B,RM,0.5778,0.743,28.61
419,B,RA,0.5933,0.7698,29.75
420,B,RM,0.5905,0.7588,28.49
420,B,RA,0.5851,0.7629,30.39
421,B,RM,0.5914,0.7372,24.66
421,B,RA,0.5746,0.7975,38.81
422,B,RM,0.5813,0.7285,25.33
422,B,RA,0.5862,0.8083,37.89
423,B,RM,0.5834,0.7352,26.03
423,B,RA,0.5828,0.7791,33.68
424,B,RM,0.5873,0.7081,20.56
424,B,RA,0.5987,0.7915,32.22
425,B,RM,0.5913,0.7283,23.18
425,B,RA,0.5942,0.8022,35.0
426,B,RM,0.5855,0.7424,26.8
426,B,RA,0.5923,0.8042,35.76
427,B,RM,0.5961,0.75,25.81
427,B,RA,0.5806,0.7815,34.6
428,B,RM,0.5826,0.7098,21.85
428,B,RA,0.5937,0.7834,31.96
429,B,RM,0.5817,0.7348,26.33
429,B,RA,0.5873,0.7866,33.93
430,B,RM,0.5796,0.7695,32.78
430,B,RA,0.5817,0.8195,40.88
431,B,RM,0.5953,0.7272,22.16
431,B,RA,0.5853,0.8452,44.4
432,B,RM,0.5938,0.6929,16.69
432,B,RA,0.59,0.792,34.23
433,B,RM,0.5765,0.752,30.44
433,B,RA,0.5881,0.7691,30.77
434,B,RM,0.5908,0.6997,18.43
434,B,RA,0.5863,0.8366,42.69
435,B,RM,0.5902,0.732,24.03
435,B,RA,0.5864,0.8077,37.74
436,B,RM,0.5738,0.7412,29.18
436,B,RA,0.5929,0.781,31.72
437,B,RM,0.5804,0.7535,29.82
437,B,RA,0.5871,0.7989,36.09
438,B,RM,0.5813,0.7383,27.02
438,B,RA,0.5783,0.8052,39.23
439,B,RM,0.579,0.7392,27.67
439,B,RA,0.5928,0.7924,33.66
440,B,RM,0.5928,0.7382,24.52
440,B,RA,0.6016,0.81,34.66
441,B,RM,0.605,0.7071,16.87
441,B,RA,0.5979,0.7759,29.77
442,B,RM,0.6086,0.7654,25.75
442,B,RA,0.5742,0.7926,38.05
443,B,RM,0.5849,0.7215,23.35
443,B,RA,0.5926,0.7937,33.94
444,B,RM,0.5813,0.7164,23.25
444,B,RA,0.5909,0.7882,33.39
445,B,RM,0.5831,0.737,26.39
445,B,RA,0.5873,0.7914,34.74
446,B,RM,0.5813,0.7452,28.19
446,B,RA,0.5854,0.7886,34.71
447,B,RM,0.5889,0.7258,23.24
447,B,RA,0.5921,0.7903,33.48
448,B,RM,0.5805,0.718,23.69
448,B,RA,0.5952,0.7938,33.38
449,B,RM,0.5783,0.738,27.62
449,B,RA,0.5745,0.7832,36.32
450,B,RM,0.5921,0.7334,23.86
450,B,RA,0.5841,0.7767,32.97
451,B,RM,0.6002,0.7441,23.97
451,B,RA,0.5853,0.7943,35.71
452,B,RM,0.5851,0.7435,27.07
452,B,RA,0.5794,0.8017,38.37
453,B,RM,0.587,0.7529,28.27
453,B,RA,0.5723,0.8361,46.1
454,B,RM,0.5892,0.7308,24.03
454,B,RA,0.581,0.8188,40.93
455,B,RM,0.5744,0.7462,29.9
455,B,RA,0.5735,0.8026,39.95
456,B,RM,0.5614,0.73,30.03
456,B,RA,0.5925,0.7911,33.51
457,B,RM,0.5921,0.7603,28.41
457,B,RA,0.5829,0.8115,39.23
458,B,RM,0.5814,0.6925,19.12
458,B,RA,0.5815,0.787,35.33
459,B,RM,0.5998,0.7244,20.78
459,B,RA,0.5899,0.8113,37.53
460,B,RM,0.5703,0.7143,25.25
460,B,RA,0.5815,0.7952,36.76
461,B,RM,0.588,0.7231,22.98
461,B,RA,0.5959,0.7933,33.13
462,B,RM,0.5812,0.716,23.19
462,B,RA,0.5774,0.794,37.5
463,B,RM,0.5701,0.7389,29.6
463,B,RA,0.5979,0.7717,29.08
464,B,RM,0.578,0.7375,27.61
464,B,RA,0.5803,0.8047,38.67
465,B,RM,0.5886,0.7578,28.74
465,B,RA,0.581,0.7834,34.83
466,B,RM,0.5793,0.712,22.92
466,B,RA,0.5869,0.7904,34.68
467,B,RM,0.5926,0.7059,19.11
467,B,RA,0.5937,0.8101,36.45
468,B,RM,0.5829,0.7437,27.59
468,B,RA,0.5877,0.7769,32.2
469,B,RM,0.5715,0.7431,30.04
469,B,RA,0.5724,0.7759,35.55
470,B,RM,0.583,0.7375,26.51
470,B,RA,0.5708,0.7963,39.52
471,B,RM,0.5765,0.7352,27.53
471,B,RA,0.5871,0.7754,32.07
472,B,RM,0.5795,0.7511,29.61
472,B,RA,0.5844,0.7888,34.98
473,B,RM,0.5839,0.7352,25.91
473,B,RA,0.5837,0.8232,41.04
474,B,RM,0.5813,0.7308,25.72
474,B,RA,0.5871,0.7702,31.19
475,B,RM,0.5876,0.733,24.74
475,B,RA,0.5959,0.7882,32.26
476,B,RM,0.5961,0.7587,27.27
476,B,RA,0.5991,0.7856,31.13
477,B,RM,0.585,0.734,25.48
477,B,RA,0.5767,0.8295,43.83
478,B,RM,0.5804,0.6992,20.46
478,B,RA,0.5843,0.8299,42.03
479,B,RM,0.5687,0.7517,32.18
479,B,RA,0.584,0.8097,38.65
480,B,RM,0.5823,0.7316,25.64
480,B,RA,0.5819,0.8226,41.38
481,B,RM,0.5842,0.7012,20.04
481,B,RA,0.5857,0.7943,35.61
482,B,RM,0.5822,0.7097,21.89
482,B,RA,0.591,0.8052,36.26
483,B,RM,0.5858,0.7292,24.48
483,B,RA,0.5841,0.7881,34.92
484,B,RM,0.5743,0.7625,32.77
484,B,RA,0.5828,0.7894,35.46
485,B,RM,0.58,0.7255,25.09
485,B,RA,0.589,0.8169,38.68
486,B,RM,0.5878,0.7725,31.43
486,B,RA,0.5892,0.7858,33.37
487,B,RM,0.5694,0.7152,25.6
487,B,RA,0.5809,0.8058,38.72
488,B,RM,0.5785,0.7453,28.84
488,B,RA,0.5863,0.8036,37.06
489,B,RM,0.5838,0.7142,22.32
489,B,RA,0.5886,0.7893,34.1
490,B,RM,0.5787,0.7071,22.2
490,B,RA,0.5822,0.7754,33.19
491,B,RM,0.5793,0.7443,28.48
491,B,RA,0.5762,0.7866,36.53
492,B,RM,0.5824,0.7561,29.82
492,B,RA,0.5971,0.8034,34.55
493,B,RM,0.5842,0.7604,30.17
493,B,RA,0.5761,0.7784,35.13
494,B,RM,0.5968,0.7538,26.31
494,B,RA,0.5847,0.7784,33.13
495,B,RM,0.5674,0.7809,37.63
495,B,RA,0.597,0.787,31.82
496,B,RM,0.5834,0.7269,24.59
496,B,RA,0.5855,0.803,37.15
497,B,RM,0.5783,0.7095,22.68
497,B,RA,0.5831,0.8083,38.63
498,B,RM,0.6025,0.7123,18.21
498,B,RA,0.5867,0.811,38.23
499,B,RM,0.5759,0.75,30.22
499,B,RA,0.5876,0.7871,33.95
500,B,RM,0.5922,0.7555,27.56
500,B,RA,0.5849,0.7858,34.36
1,C,RM,0.8346,1.0015,19.99
1,C,RA,0.8445,1.0907,29.15
2,C,RM,0.8454,0.9795,15.87
2,C,RA,0.8321,1.0731,28.96
3,C,RM,0.8391,0.9916,18.17
3,C,RA,0.8375,1.0709,27.87
4,C,RM,0.8304,0.9995,20.36
4,C,RA,0.8283,1.0585,27.79
